,date,title,dj,categories,featured_image,stream_url,playlist,duration,albums,highlights,id,stats
40,2017-12-01 00:00:00,Vol. 37 下潜到偶像音乐的最深处：姫乃たま・Himeno Tama,mimida,"['NO MUSIC, NO IDOL']",/images/banners/37.jpg,https://www.lizhi.fm/1913563/2638895947941660678,"1. 僕とジョルジュ「恋のすゝめ」(from 1st album『僕とジョルジュ』2015/08/19)  
2. 僕とジョルジュ「鳥踏んじゃった」(from 2nd album『僕とジョルジュ2』2017/02/08)  
3. 僕とジョルジュ「変な恋」(from 1st album『僕とジョルジュ』2015/08/19) 
4. 🎙️
5. ひめとまほう「ひめとまほう」(from 1st single『ひめとまほう』2016/05/22) 
6. ひめとまほう「ラストサマー」(from 1st single『ひめとまほう』2016/05/22)
7. 🎙️
8. 姫乃たま「no name」(from 2nd solo album『もしもし、今日はどうだった』2017/08/23)
9. 姫乃たま「言いたいことがあるんだよ」(from 1st solo album『First Order』2016/11/23) 
10. 姫乃たま「やすらぎインダハウス」(from 2nd solo album『もしもし、今日はどうだった』2017/08/23)
11. 🎙️
12. 僕とジョルジュ「恋という病い」(from 1st single『僕とジョルジュ2.5』2017/02/08) ",2770,"* [「僕とジョルジュ」](https://ototoy.jp/_/default/p/60050)
* [「僕とジョルジュ2」](https://itunes.apple.com/us/album/僕とジョルジュ2/1300049949)
* [「僕とジョルジュ2.5」](https://itunes.apple.com/us/album/僕とジョルジュ2-5/1300023069)
* [「ひめとまほう」](https://ototoy.jp/_/default/p/62854)
* [「First Order」](https://itunes.apple.com/jp/album/first-order/id1300028612)
* [「もしもし、今日はどうだった」](https://itunes.apple.com/jp/album/%E3%82%82%E3%81%97%E3%82%82%E3%81%97-%E4%BB%8A%E6%97%A5%E3%81%AF%E3%81%A9%E3%81%86%E3%81%A0%E3%81%A3%E3%81%9F/1300052868)",,2638895947941660678,"{""play"": 1747, ""download"": 30, ""commentCount"": 1}"
41,2018-01-15 00:00:00,特别放送・(SUB)J-POP年度佳作MIX 2017,mimida,['Special'],/images/banners/2017-jpop.jpg,https://www.lizhi.fm/1913563/2646885476170841606,"1. tofubeats「BABY」(from major 3rd album『FANTASY CLUB』2017/5/24)
2. Yogee New Waves「How Do You Feel?」(from 2nd album『WAVES』2017/5/17)
3. CRZKNY「[ in the dark…. ] SAMPLE MIX」(from 3rd album『MERIDIAN』2017/4/1)
4. カネコアヤノ「イメージのうた」(from live album『LIVE AT ZAMZA ASAGAYA』2017/3/8)
5. ナツ・サマー「Hello, future day」(from 1st album『Hello, future day』2017/7/5)
6. 一十三十一「Serpent Coaster」(from 9th album『ECSTASY』2017/7/19)
7. ZOMBIE-CHANG「TOKITOKI」(from 2nd album『GANG!』2017/3/3)
8. Young Juvenile Youth「When (feat. Campanella)」(from 1st album『mirror』2017/11/22)
9. 水曜日のカンパネラ「カメハメハ大王」(from major 1st album『SUPERMAN』2017/2/8)
10. 電気グルーヴ「トロピカル・ラヴ / TROPICAL LOVE」(from 13th album『TROPICAL LOVE』2017/3/1)",2539,,,2646885476170841606,"{""play"": 724, ""download"": 32, ""commentCount"": 3}"
42,2018-01-15 00:00:00,特别放送・乐曲派偶像年度佳作MIX 2017,mimida,['Special'],/images/banners/2017-idol.jpg,https://www.lizhi.fm/1913563/2647080523520494598,"1. Prologue: ここは秋葉原ですか？（Is Here Akihabara?）
2. ゆるめるモ!「歩くの遅い犬」(from 3rd album『YOUTOPIA』2017/11/29)
3. Maison book girl「sin morning」(from major 1st album『image』2017/4/5)
4. ・・・・・・・・・「スライド」(from 2nd single『CD』2017/8/16)
5. 私立恵比寿中学「紅の詩」(from major 4th album『エビクラシー』2017/5/31)
6. Interlude: OH MY LOVELY PRINCESS!!
7. 清 竜人25「25♡」(from 2nd album『WIFE』2017/4/12)
8. RYUTist「想い出はプロローグ」(from 3rd album『柳都芸妓』2017/8/1)
9. 3776「即興曲160824[水曜元気広場#11]《瓔珞、岩市》」(from live album『即興曲集第一集』2017/3/29)
10. xoxo(Kiss&Hug) EXTREME「鬱。​-​utstu-」(from 2nd single『鬱。​-​utstu-』2017/11/8)
11. MIGMA SHELTER「Mo' Strain」(from 2nd single『Amazing Flow』2017/10/20)
12. sora tob sakana「夜間飛行」(from 1st EP『cocoon ep』2017/4/11)
13. Epilogue: もう一回（One More Time）",2905,,,2647080523520494598,"{""play"": 1113, ""download"": 27, ""commentCount"": 0}"
43,2018-01-15 08:19:45,特别放送・J-HIP HOP年度佳作MIX 2017,davidchill,['Special'],/images/banners/2017-jhiphop.jpg,https://www.lizhi.fm/1913563/2646723104925875206,"1. JJJ「DANCE SHOES」from『HIKARI』(FL$Nation/AWDR/LR2, 2017/2/22)
2. ROCKASEN「Deez」from『Two Sides of』(ASSASSIN OF YOUTH, 2017/2/17) 
3. JAZZ DOMMUNISTERS「Riot In Chocolate Logos」『Cupid & Bataille, Dirty Microphone』(TABOO, 2017/6/7)
4. PUNPEE「Bitch Planet feat. RAU DEF」from『MODERN TIMES』(SUMMIT, 2017/10/4)
5. 唾奇 × Sweet William「Profile」from『Jasmine』(Manhattan Recordings, 2017/4/19)
6. BAD HOP「これ以外 feat YZERR & Tiji Jojo」from『Mobb Life』(BAD HOP / KSR Corp., 2017/9/6)
7. ゆるふわギャング「Sad But Good」from『Mars Ice House』(Mary Joy Recordings, 2017/4/5) 
8. NENE「稼ぐ女」from『NENE』(Mary Joy Recordings, 2017/12/6)
9. YDIZZY「TOKYO」from『DIZZiNESS』(bpm tokyo, 2017/6/7)
10. JJJ「BABE feat. 鋼田テフロン」from『HIKARI』(FL$Nation/AWDR/LR2, 2017/2/22)
11. 唾奇 × Sweet William「Let me」from『Jasmine』(Manhattan Recordings, 2017/4/19)",2119,,,2646723104925875206,"{""play"": 1453, ""download"": 23, ""commentCount"": 1}"
44,2018-01-26 00:00:00,Vol. 38 摩登而怀旧・多才而平凡：嘻哈天才PUNPEE,minami,['J-Hip hop'],/images/banners/38.jpg,https://www.lizhi.fm/1913563/2649306396758064646,"1. PUNPEE「2057」(from 1st album『Modern Times』2017/10/04) 
2. PUNPEE「Lovely Man」(from 1st album『Modern Times』2017/10/04)  
3. PUNPEE「宇宙に行く」(from 1st album『Modern Times』2017/10/04) 
4. 🎙️
5. PUNPEE「Renaissance」(from 1st album『Modern Times』2017/10/04) 
6. PUNPEE「Scenario (Film)」(from 1st album『Modern Times』2017/10/04)
7. 🎙️
8. PUNPEE「タイムマシーンにのって」(from 1st album『Modern Times』2017/10/04)
9. PUNPEE「Hero」(from 1st album『Modern Times』2017/10/04) 
10. 🎙️
11. Sugbabe「夏休み (宵) feat. PUNPEE」(from rental album『RENTAL’S』2017/09/20)",3006,"* [「Modern Times」](https://ototoy.jp/_/default/p/83937)
* [「Modern Times」](https://itunes.apple.com/cn/album/modern-times/1291839477)",,2649306396758064646,"{""play"": 1952, ""download"": 40, ""commentCount"": 2}"
45,2018-03-09 00:00:00,Vol. 39 The Man from Yosemiya・冲绳Rapper唾奇,davidchill,['J-Hip hop'],/images/banners/39.jpg,https://www.lizhi.fm/1913563/2656073278793729542,"1. 唾奇×Sweet William「Made My Day」(from 1st joint album『Jasmine』2017/04/19)
2. Sweet William「Just thing (feat. 唾奇)」(from EP『Blue』2017/12/13)
3. 唾奇×Sweet William「The girl from Yosemiya」(from 1st joint album『Jasmine』2017/04/19)
4. 🎙️
5. 唾奇「Kikuzato prod.TNG」(from 12” vinyl EP『道-TAO-』2017/12/23)
6. 唾奇「ThankS - LuvSicK (seba Blend)」(digital single 2017/01/23)
7. 🎙️
8. DJ HASEBE「ROOM VACATION feat. 唾奇 & おかもとえみ」(from Mix CD『Manhattan Records ""CITY HIP POP MIX"" mixed by DJ HASEBE』2017/07/26)
9. 唾奇「七日後」(from collection album『Pitch Odd Mansion & MS Entertainment Presents ""2 HORNS CITY #2 -Rain Library-""』2018/01/31)
10. 🎙️
11. HANG×唾奇「Good Day」(from 1st joint album『glitsmotel』2017/08/19)
12. HANG×唾奇「i Believe (prod.Sweet William)」(from 1st joint album『glitsmotel』2017/08/19)
13. 🎙️
14. DJ KEN KANEKO「虹 (feat. 唾奇 & SHADY)」(digital single 2017/08/25)",2590,"* [「Jasmine」](https://ototoy.jp/_/default/p/73651)
* [「Blue」](https://ototoy.jp/_/default/p/93057)
* [「道-TAO-」](http://diskunion.net/clubh/ct/detail/1007420412)
* [「Manhattan Records ""CITY HIP POP MIX"" mixed by DJ HASEBE」](http://manhattanrecords.jp/CITY+HIP+POP+MIX+-SPECIAL+CHAPTER-/product/0/4560230527044/?cat=&swrd=)
* [「Pitch Odd Mansion & MS Entertainment Presents ""2 HORNS CITY #2 -Rain Library-""」](http://www.msrecord.co.jp/2hornscity/2.htmlhttps://itunes.apple.com/jp/album/be-ep/id1251282538?l=en)
* [「虹 (feat. 唾奇 & SHADY)」](https://ototoy.jp/_/default/p/80071)",,2656073278793729542,"{""play"": 4266, ""download"": 29, ""commentCount"": 3}"
46,2018-04-27 00:00:00,Vol. 40 Internet都会和沙丘・网络电音厂牌Maltine Records,stwind,['la bel la label'],/images/banners/40.jpg,https://www.lizhi.fm/1913563/2665827134497361926,"1. Porter Robinson「Flicker (BUGLOUD Remix)」(from [MARU137] Porter Robinson『Re:Flicker』2014/10/24)
2. ラブリーサマーちゃん と 芳川よしの「はじめまして」(from [MARU-130] ラブリーサマーちゃん と 芳川よしの『はじめまして』2014/04/02)
3. 🎙️
4. LLLL「ふと全て夢と知った Feat. あの from ゆるめるモ！」(from [MARU-145] LLLL『Cruel』2015/07/27)
5. bo en「winter valentine (with mus.hiba)」(from [MARU-123] bo en『pale machine』2013/09/06)
6. 🎙️
7. Miii「STAR [Miii Remix]」(from [SKLxMARU-001] TOKIYA SAKBA x Houxo Que x MEISHI SMILE『STAR』2014/10/11)
8. Avec Avec「おしえて」(from [MARU-107] Avec Avec『おしえて』2012/06/20)
9. 🎙️
10. imoutoid「ADEPRESSIVE CANNOT GOTO THECEREMONY part 1」(from [MARU-014] imoutoid『ADEPRESSIVE CANNOT GOTO THECEREMONY』2007/10/24)
11. dj newtown「goodbye dj newtown」(from [MARU-024] dj newtown『Flying between stars (*she is a girl)』2008/07/21)
12. Charlot「lost decade reconstruction」(from [MARU-125] tofubeats『lost decade remixes』2013/09/19)",2867,* [全部专辑官方免费下载地址](http://maltinerecords.cs8.biz/release.html),,2665827134497361926,"{""play"": 322, ""download"": 16, ""commentCount"": 1}"
47,2018-05-18 00:00:00,Vol. 41 乐曲派偶像十七变化（上）,mimida,"['NO MUSIC, NO IDOL']",/images/banners/41.jpg,https://www.lizhi.fm/1913563/2669516567233314310,"1. Aoi Yagawa prod. Tomggg「ON THE LINE」(from digital single『ON THE LINE』2017/10/10)
2. 代代代「GIRLS TALK IN CHINA」(from mini album『戌戌戌』2018/03/14)
3. 🎙️
4. パンダみっく「好きな曜日はxx」(from 1st single『好きな曜日はxx』2017/11/29)
5. ヤなことそっとミュート「Palette」(from 2nd album『MIRRORS』2018/05/03)
6. 🎙️
7. 彼女のサーブ & レシーブ「Racket Love (長谷川白紙 REMIX)」(remix of CDR single『Racket Love (仮ミックス)』2017/11/06)
8. FAREWELL, MY L.u.v「NAGOYA ZOOOooo - FAREWELL, MY D.u.b」(limited bonus disc of 2nd single『NAGOYA ZOO』2018/01/03)
9. 🎙️
10. There There Theres「SOIL」(from 3rd single『SOIL』2018/02/10)
11. Migma Shelter「GIPS」(from 1st EP『ORBIT EP』2017/12/27)",2961,"* [「ON THE LINE」](http://maltinerecords.cs8.biz/marui9/)
* [「GIRLS TALK IN CHINA」](https://daidaidai-du.bandcamp.com/track/girls-talk-in-china)
* [「好きな曜日はxx」](https://ototoy.jp/_/default/p/88435)
* [「MIRRORS」](https://ototoy.jp/_/default/p/101711)
* [「SOIL」](https://ototoy.jp/_/default/p/98179)
* [「ORBIT EP」](https://ototoy.jp/_/default/p/98178)",,2669516567233314310,"{""play"": 676, ""download"": 32, ""commentCount"": 1}"
48,2018-06-29 00:00:00,Vol. 42 Get Ur Beats On 1・Sweet William,davidchill,['J-Hip hop'],/images/banners/42.jpg,https://www.lizhi.fm/1913563/2677785371517132294,"1. m-flo「How You Like Me Now (Sweet William Remix)」(from remix album『BACK2THEFUTURETHEALBUM』2018/02/28)
2. Sweet William「Sky lady feat. Jinmenusagi Itto & Kikivivilily」(from album 『Arte Frasco』2016/10/05)
3. 🎙️
4. Sweet William「F.R.E.S.H.M.E.N. Meets Drums」(from album『LO ONE』2015/02/16)
5. 唾奇 × Sweet William「 Let Me」(from joint album『Jasmine』2017/04/19)
6. Sweet William「太陽の背後」 (from album 『Arte Frasco』2016/10/05)
7. 🎙️
8. Sweet William「Act like yours (feat サトウユウヤ & ANPYO)」(from EP『Blue』2017/12/13)
9. 唾奇 × Sweet William「Made My Day」(from joint album『Jasmine』2017/04/19)
10. Sweet William「Jet pilot (Awakening Freaks Remix) feat. NF Zessho」(from EP『Orange』2016/11/12)
11. 🎙️
12. Jiva Nel Mondo × Sweet William「Odd Thing (Lightnight Remix)」(from joint album『MONDO CREATE』 2016/06/11)
13. Sweet William「Just thing (feat. 唾奇)」(from EP『Blue』2017/12/13)
14. Sweet William「He's Coming Home !」(from album 『Arte Frasco』2016/10/05)
15. 🎙️
16. 唾奇「Walkin prod.Sweet William」(from EP『道-TAO-』CD reissue: 2018/03/23)",2554,"* [「BACK2THEFUTURETHEALBUM」](https://ototoy.jp/_/default/p/96703)
* [「Arte Frasco」](https://ototoy.jp/_/default/p/93060)
* [「LO ONE」](https://ototoy.jp/_/default/p/93078)
* [「Jasmine」](https://ototoy.jp/_/default/p/73651)
* [「Blue」](https://ototoy.jp/_/default/p/93057)
* [「Orange」](https://ototoy.jp/_/default/p/93059)
* [「MONDO CREATE」](https://ototoy.jp/_/default/p/93079)
* [「道-TAO-」](http://diskunion.net/clubh/ct/detail/1007557915)",,2677785371517132294,"{""play"": 1342, ""download"": 25, ""commentCount"": 10}"
49,2021-04-07 00:00:00,大泷咏一《长假》研讨会,mimida,['S02'],/images/banners/s2/1.jpg,https://www.lizhi.fm/1913563/5171736186133723654,,2670,,"- 03:30 大泷咏一简介
- 05:15 从樱桃小丸子到范晓萱
- 09:55 相约 98：《日之韵》和盗版 VCD
- 21:20 硬从大泷咏一扯到《鬼灭之刃》
- 24:01 《长假》，从绘本开始
- 26:23 两个《长假》一组和弦（我来弹吉他说明一下）
- 27:05 山下达郎说他没拿到一分钱版税
- 38:16 从 Sheb Wooley 到解晓东",5171736186133723654,"{""play"": 447, ""download"": 6, ""commentCount"": 0}"
50,2021-04-15 00:00:00,大泷咏一《长假》研讨会・续摊,mimida,['S02'],/images/banners/s2/2.jpg,https://www.lizhi.fm/1913563/5173257961761595398,,3773,,"- 01:40 《长假》里我最喜欢的一首歌之耳田篇
- 10:26 《长假》里我最喜欢的一首歌之红房篇
- 18:30 《长假》里我最喜欢的一首歌之您好篇
- 25:30 《长假》里我最喜欢的一首歌之安藤篇
- 29:35 1981 年的大泷咏一、YMO、INU 三选一？
- 32:54 流媒体解禁和大泷咏一播单
- 36:47 唱片封套的感染力
- 39:15 City Pop“无人区”
- 41:41 汤村辉彦的重大贡献
- 46:14 1990 年代的大泷咏一
- 53:02 Billie Eilish 时代的大泷咏一",5173257961761595398,"{""play"": 315, ""download"": 1, ""commentCount"": 0}"
